wave,flux,error
1.650640105,5.86E-16,4.20E-18
1.650800161,5.86E-16,3.98E-18
1.650960218,5.86E-16,3.75E-18
1.651120274,5.86E-16,3.54E-18
1.651280331,5.86E-16,3.36E-18
1.651440387,5.86E-16,3.21E-18
1.651600443,5.86E-16,3.10E-18
1.6517605,5.87E-16,3.02E-18
1.651920556,5.89E-16,2.96E-18
1.652080613,5.91E-16,2.93E-18
1.652240669,5.94E-16,2.91E-18
1.652400726,5.97E-16,2.92E-18
1.652560782,5.99E-16,2.93E-18
1.652720839,6.02E-16,2.95E-18
1.652880895,6.04E-16,2.96E-18
1.653040951,6.05E-16,2.98E-18
1.653201008,6.05E-16,2.99E-18
1.653361064,6.05E-16,3.01E-18
1.653521121,6.03E-16,3.04E-18
1.653681177,6.01E-16,3.08E-18
1.653841234,5.97E-16,3.12E-18
1.65400129,5.93E-16,3.16E-18
1.654161346,5.88E-16,3.21E-18
1.654321403,5.83E-16,3.28E-18
1.654481459,5.79E-16,3.38E-18
1.654641516,5.75E-16,3.52E-18
1.654801572,5.73E-16,3.69E-18
1.654961629,5.72E-16,3.86E-18
1.655121685,5.74E-16,4.00E-18
1.655281741,5.77E-16,4.08E-18
1.655441798,5.82E-16,4.08E-18
1.655601854,5.88E-16,4.00E-18
1.655761911,5.95E-16,3.86E-18
1.655921967,6.01E-16,3.69E-18
1.656082024,6.06E-16,3.52E-18
1.65624208,6.11E-16,3.37E-18
1.656402137,6.14E-16,3.26E-18
1.656562193,6.16E-16,3.18E-18
1.656722249,6.16E-16,3.15E-18
1.656882306,6.15E-16,3.14E-18
1.657042362,6.14E-16,3.14E-18
1.657202419,6.12E-16,3.13E-18
1.657362475,6.10E-16,3.12E-18
1.657522532,6.08E-16,3.09E-18
1.657682588,6.07E-16,3.05E-18
1.657842644,6.06E-16,3.01E-18
1.658002701,6.06E-16,2.99E-18
1.658162757,6.06E-16,3.00E-18
1.658322814,6.06E-16,3.05E-18
1.65848287,6.06E-16,3.13E-18
1.658642927,6.05E-16,3.21E-18
1.658802983,6.04E-16,3.27E-18
1.65896304,6.03E-16,3.30E-18
1.659123096,6.00E-16,3.28E-18
1.659283152,5.97E-16,3.23E-18
1.659443209,5.94E-16,3.15E-18
1.659603265,5.90E-16,3.06E-18
1.659763322,5.86E-16,2.98E-18
1.659923378,5.83E-16,2.92E-18
1.660083435,5.80E-16,2.90E-18
1.660243491,5.78E-16,2.92E-18
1.660403547,5.77E-16,2.99E-18
1.660563604,5.77E-16,3.09E-18
1.66072366,5.78E-16,3.21E-18
1.660883717,5.80E-16,3.32E-18
1.661043773,5.82E-16,3.41E-18
1.66120383,5.85E-16,3.44E-18
1.661363886,5.88E-16,3.44E-18
1.661523943,5.91E-16,3.39E-18
1.661683999,5.93E-16,3.33E-18
1.661844055,5.96E-16,3.27E-18
1.662004112,5.97E-16,3.24E-18
1.662164168,5.99E-16,3.22E-18
1.662324225,6.01E-16,3.22E-18
1.662484281,6.03E-16,3.21E-18
1.662644338,6.05E-16,3.18E-18
1.662804394,6.06E-16,3.14E-18
1.66296445,6.08E-16,3.10E-18
1.663124507,6.10E-16,3.07E-18
1.663284563,6.12E-16,3.05E-18
1.66344462,6.14E-16,3.04E-18
1.663604676,6.16E-16,3.04E-18
1.663764733,6.18E-16,3.05E-18
1.663924789,6.21E-16,3.05E-18
1.664084845,6.24E-16,3.05E-18
1.664244902,6.27E-16,3.04E-18
1.664404958,6.31E-16,3.04E-18
1.664565015,6.34E-16,3.06E-18
1.664725071,6.37E-16,3.09E-18
1.664885128,6.40E-16,3.14E-18
1.665045184,6.42E-16,3.21E-18
1.665205241,6.43E-16,3.28E-18
1.665365297,6.43E-16,3.35E-18
1.665525353,6.43E-16,3.41E-18
1.66568541,6.41E-16,3.47E-18
1.665845466,6.37E-16,3.50E-18
1.666005523,6.32E-16,3.52E-18
1.666165579,6.26E-16,3.51E-18
1.666325636,6.20E-16,3.48E-18
1.666485692,6.13E-16,3.42E-18
1.666645748,6.06E-16,3.34E-18
1.666805805,6.00E-16,3.26E-18
1.666965861,5.94E-16,3.19E-18
1.667125918,5.88E-16,3.14E-18
1.667285974,5.84E-16,3.13E-18
1.667446031,5.81E-16,3.16E-18
1.667606087,5.79E-16,3.22E-18
1.667766144,5.78E-16,3.31E-18
1.6679262,5.79E-16,3.43E-18
1.668086256,5.81E-16,3.60E-18
1.668246313,5.83E-16,3.83E-18
1.668406369,5.87E-16,4.15E-18
1.668566426,5.91E-16,4.56E-18
1.668726482,5.94E-16,5.01E-18
1.668886539,5.98E-16,5.43E-18
1.669046595,6.01E-16,5.73E-18
1.669206651,6.02E-16,5.87E-18
1.669366708,6.03E-16,5.82E-18
1.669526764,6.04E-16,5.60E-18
1.669686821,6.04E-16,5.28E-18
1.669846877,6.04E-16,4.94E-18
1.670006934,6.05E-16,4.67E-18
1.67016699,6.05E-16,4.52E-18
1.670327046,6.06E-16,4.49E-18
1.670487103,6.08E-16,4.53E-18
1.670647159,6.10E-16,4.57E-18
1.670807216,6.12E-16,4.58E-18
1.670967272,6.13E-16,4.51E-18
1.671127329,6.15E-16,4.37E-18
1.671287385,6.15E-16,4.17E-18
1.671447442,6.16E-16,3.94E-18
1.671607498,6.15E-16,3.70E-18
1.671767554,6.15E-16,3.49E-18
1.671927611,6.13E-16,3.32E-18
1.672087667,6.12E-16,3.19E-18
1.672247724,6.10E-16,3.13E-18
1.67240778,6.09E-16,3.13E-18
1.672567837,6.08E-16,3.18E-18
1.672727893,6.07E-16,3.27E-18
1.672887949,6.07E-16,3.36E-18
1.673048006,6.08E-16,3.42E-18
1.673208062,6.10E-16,3.45E-18
1.673368119,6.13E-16,3.42E-18
1.673528175,6.15E-16,3.35E-18
1.673688232,6.18E-16,3.24E-18
1.673848288,6.22E-16,3.12E-18
1.674008345,6.25E-16,3.01E-18
1.674168401,6.28E-16,2.92E-18
1.674328457,6.31E-16,2.86E-18
1.674488514,6.34E-16,2.83E-18
1.67464857,6.37E-16,2.81E-18
1.674808627,6.40E-16,2.81E-18
1.674968683,6.43E-16,2.83E-18
1.67512874,6.45E-16,2.84E-18
1.675288796,6.46E-16,2.86E-18
1.675448852,6.46E-16,2.88E-18
1.675608909,6.45E-16,2.88E-18
1.675768965,6.43E-16,2.86E-18
1.675929022,6.41E-16,2.84E-18
1.676089078,6.38E-16,2.81E-18
1.676249135,6.35E-16,2.78E-18
1.676409191,6.32E-16,2.77E-18
1.676569247,6.29E-16,2.77E-18
1.676729304,6.27E-16,2.79E-18
1.67688936,6.25E-16,2.83E-18
1.677049417,6.24E-16,2.87E-18
1.677209473,6.23E-16,2.91E-18
1.67736953,6.23E-16,2.94E-18
1.677529586,6.23E-16,2.96E-18
1.677689643,6.24E-16,2.97E-18
1.677849699,6.25E-16,2.97E-18
1.678009755,6.26E-16,2.99E-18
1.678169812,6.28E-16,3.02E-18
1.678329868,6.29E-16,3.06E-18
1.678489925,6.31E-16,3.11E-18
1.678649981,6.33E-16,3.16E-18
1.678810038,6.35E-16,3.21E-18
1.678970094,6.38E-16,3.26E-18
1.67913015,6.40E-16,3.32E-18
1.679290207,6.41E-16,3.38E-18
1.679450263,6.43E-16,3.44E-18
1.67961032,6.45E-16,3.49E-18
1.679770376,6.46E-16,3.52E-18
1.679930433,6.48E-16,3.52E-18
1.680090489,6.48E-16,3.48E-18
1.680250546,6.49E-16,3.41E-18
1.680410602,6.48E-16,3.32E-18
1.680570658,6.46E-16,3.23E-18
1.680730715,6.44E-16,3.14E-18
1.680890771,6.41E-16,3.06E-18
1.681050828,6.37E-16,3.01E-18
1.681210884,6.34E-16,2.98E-18
1.681370941,6.31E-16,2.96E-18
1.681530997,6.29E-16,2.95E-18
1.681691053,6.28E-16,2.93E-18
1.68185111,6.28E-16,2.91E-18
1.682011166,6.29E-16,2.89E-18
1.682171223,6.31E-16,2.87E-18
1.682331279,6.33E-16,2.87E-18
1.682491336,6.35E-16,2.89E-18
1.682651392,6.37E-16,2.95E-18
1.682811449,6.40E-16,3.02E-18
1.682971505,6.42E-16,3.12E-18
1.683131561,6.44E-16,3.22E-18
1.683291618,6.46E-16,3.33E-18
1.683451674,6.47E-16,3.45E-18
1.683611731,6.47E-16,3.57E-18
1.683771787,6.46E-16,3.69E-18
1.683931844,6.45E-16,3.77E-18
1.6840919,6.42E-16,3.82E-18
1.684251956,6.39E-16,3.81E-18
1.684412013,6.35E-16,3.75E-18
1.684572069,6.32E-16,3.67E-18
1.684732126,6.29E-16,3.59E-18
1.684892182,6.28E-16,3.53E-18
1.685052239,6.27E-16,3.49E-18
1.685212295,6.28E-16,3.49E-18
1.685372351,6.29E-16,3.49E-18
1.685532408,6.30E-16,3.49E-18
1.685692464,6.31E-16,3.47E-18
1.685852521,6.32E-16,3.43E-18
1.686012577,6.31E-16,3.37E-18
1.686172634,6.30E-16,3.31E-18
1.68633269,6.28E-16,3.23E-18
1.686492747,6.26E-16,3.14E-18
1.686652803,6.24E-16,3.05E-18
1.686812859,6.21E-16,2.98E-18
1.686972916,6.19E-16,2.92E-18
1.687132972,6.17E-16,2.88E-18
1.687293029,6.16E-16,2.88E-18
1.687453085,6.15E-16,2.90E-18
1.687613142,6.13E-16,2.93E-18
1.687773198,6.11E-16,2.96E-18
1.687933254,6.09E-16,2.99E-18
1.688093311,6.07E-16,3.02E-18
1.688253367,6.05E-16,3.04E-18
1.688413424,6.03E-16,3.08E-18
1.68857348,6.01E-16,3.12E-18
1.688733537,5.99E-16,3.17E-18
1.688893593,5.98E-16,3.23E-18
1.68905365,5.98E-16,3.28E-18
1.689213706,5.99E-16,3.37E-18
1.689373762,6.00E-16,3.53E-18
1.689533819,6.03E-16,3.80E-18
1.689693875,6.07E-16,4.19E-18
1.689853932,6.12E-16,4.67E-18
1.690013988,6.17E-16,5.16E-18
1.690174045,6.23E-16,5.57E-18
1.690334101,6.29E-16,5.83E-18
1.690494157,6.34E-16,5.89E-18
1.690654214,6.38E-16,5.72E-18
1.69081427,6.40E-16,5.38E-18
1.690974327,6.42E-16,4.91E-18
1.691134383,6.41E-16,4.41E-18
1.69129444,6.39E-16,3.96E-18
1.691454496,6.36E-16,3.61E-18
1.691614552,6.32E-16,3.39E-18
1.691774609,6.27E-16,3.29E-18
1.691934665,6.22E-16,3.27E-18
1.692094722,6.18E-16,3.28E-18
1.692254778,6.15E-16,3.29E-18
1.692414835,6.13E-16,3.29E-18
1.692574891,6.13E-16,3.26E-18
1.692734948,6.14E-16,3.22E-18
1.692895004,6.15E-16,3.17E-18
1.69305506,6.17E-16,3.12E-18
1.693215117,6.18E-16,3.08E-18
1.693375173,6.19E-16,3.04E-18
1.69353523,6.20E-16,3.01E-18
1.693695286,6.20E-16,2.98E-18
1.693855343,6.19E-16,2.98E-18
1.694015399,6.19E-16,3.00E-18
1.694175455,6.19E-16,3.05E-18
1.694335512,6.19E-16,3.14E-18
1.694495568,6.19E-16,3.28E-18
1.694655625,6.21E-16,3.48E-18
1.694815681,6.22E-16,3.74E-18
1.694975738,6.24E-16,4.03E-18
1.695135794,6.25E-16,4.32E-18
1.695295851,6.27E-16,4.55E-18
1.695455907,6.28E-16,4.67E-18
1.695615963,6.28E-16,4.68E-18
1.69577602,6.28E-16,4.55E-18
1.695936076,6.27E-16,4.33E-18
1.696096133,6.25E-16,4.06E-18
1.696256189,6.22E-16,3.79E-18
1.696416246,6.19E-16,3.59E-18
1.696576302,6.15E-16,3.47E-18
1.696736358,6.11E-16,3.43E-18
1.696896415,6.07E-16,3.44E-18
1.697056471,6.04E-16,3.47E-18
1.697216528,6.02E-16,3.49E-18
1.697376584,6.01E-16,3.51E-18
1.697536641,6.01E-16,3.52E-18
1.697696697,6.02E-16,3.53E-18
1.697856753,6.04E-16,3.53E-18
1.69801681,6.07E-16,3.53E-18
1.698176866,6.09E-16,3.51E-18
1.698336923,6.12E-16,3.46E-18
1.698496979,6.14E-16,3.40E-18
1.698657036,6.15E-16,3.32E-18
1.698817092,6.16E-16,3.23E-18
1.698977149,6.16E-16,3.15E-18
1.699137205,6.16E-16,3.09E-18
1.699297261,6.16E-16,3.06E-18
1.699457318,6.16E-16,3.08E-18
1.699617374,6.16E-16,3.13E-18
1.699777431,6.16E-16,3.24E-18
1.699937487,6.15E-16,3.40E-18
1.700097544,6.14E-16,3.64E-18
1.7002576,6.13E-16,3.95E-18
1.700417656,6.11E-16,4.30E-18
1.700577713,6.10E-16,4.64E-18
1.700737769,6.08E-16,4.90E-18
1.700897826,6.07E-16,5.03E-18
1.701057882,6.07E-16,5.02E-18
1.701217939,6.08E-16,4.88E-18
1.701377995,6.10E-16,4.63E-18
1.701538052,6.13E-16,4.33E-18
1.701698108,6.16E-16,4.02E-18
1.701858164,6.20E-16,3.76E-18
1.702018221,6.24E-16,3.55E-18
1.702178277,6.27E-16,3.40E-18
1.702338334,6.30E-16,3.30E-18
1.70249839,6.31E-16,3.23E-18
1.702658447,6.32E-16,3.18E-18
1.702818503,6.31E-16,3.15E-18
1.702978559,6.29E-16,3.12E-18
1.703138616,6.27E-16,3.09E-18
1.703298672,6.23E-16,3.05E-18
1.703458729,6.19E-16,3.01E-18
1.703618785,6.15E-16,2.98E-18
1.703778842,6.12E-16,2.97E-18
1.703938898,6.08E-16,2.99E-18
1.704098954,6.05E-16,3.06E-18
1.704259011,6.03E-16,3.16E-18
1.704419067,6.02E-16,3.28E-18
1.704579124,6.01E-16,3.39E-18
1.70473918,6.01E-16,3.48E-18
1.704899237,6.02E-16,3.54E-18
1.705059293,6.03E-16,3.56E-18
1.70521935,6.05E-16,3.54E-18
1.705379406,6.07E-16,3.49E-18
1.705539462,6.09E-16,3.43E-18
1.705699519,6.12E-16,3.36E-18
1.705859575,6.14E-16,3.29E-18
1.706019632,6.16E-16,3.23E-18
1.706179688,6.17E-16,3.17E-18
1.706339745,6.17E-16,3.14E-18
1.706499801,6.16E-16,3.12E-18
1.706659857,6.14E-16,3.13E-18
1.706819914,6.12E-16,3.20E-18
1.70697997,6.08E-16,3.32E-18
1.707140027,6.05E-16,3.50E-18
1.707300083,6.01E-16,3.74E-18
1.70746014,5.98E-16,3.99E-18
1.707620196,5.94E-16,4.21E-18
1.707780253,5.91E-16,4.37E-18
1.707940309,5.88E-16,4.42E-18
1.708100365,5.86E-16,4.36E-18
1.708260422,5.85E-16,4.21E-18
1.708420478,5.85E-16,4.00E-18
1.708580535,5.86E-16,3.78E-18
1.708740591,5.88E-16,3.58E-18
1.708900648,5.91E-16,3.43E-18
1.709060704,5.95E-16,3.31E-18
1.70922076,5.99E-16,3.23E-18
1.709380817,6.03E-16,3.17E-18
1.709540873,6.06E-16,3.13E-18
1.70970093,6.09E-16,3.11E-18
1.709860986,6.10E-16,3.11E-18
1.710021043,6.10E-16,3.12E-18
1.710181099,6.10E-16,3.13E-18
1.710341156,6.08E-16,3.14E-18
1.710501212,6.05E-16,3.15E-18
1.710661268,6.03E-16,3.15E-18
1.710821325,6.00E-16,3.15E-18
1.710981381,5.97E-16,3.17E-18
1.711141438,5.94E-16,3.21E-18
1.711301494,5.92E-16,3.32E-18
1.711461551,5.90E-16,3.48E-18
1.711621607,5.88E-16,3.72E-18
1.711781663,5.87E-16,4.00E-18
1.71194172,5.86E-16,4.31E-18
1.712101776,5.86E-16,4.59E-18
1.712261833,5.86E-16,4.79E-18
1.712421889,5.86E-16,4.88E-18
1.712581946,5.86E-16,4.84E-18
1.712742002,5.87E-16,4.67E-18
1.712902058,5.87E-16,4.42E-18
1.713062115,5.87E-16,4.14E-18
1.713222171,5.85E-16,3.86E-18
1.713382228,5.82E-16,3.65E-18
1.713542284,5.78E-16,3.50E-18
1.713702341,5.73E-16,3.42E-18
1.713862397,5.68E-16,3.39E-18
1.714022454,5.62E-16,3.37E-18
1.71418251,5.57E-16,3.34E-18
1.714342566,5.53E-16,3.32E-18
1.714502623,5.50E-16,3.27E-18
1.714662679,5.49E-16,3.22E-18
1.714822736,5.49E-16,3.16E-18
1.714982792,5.50E-16,3.10E-18
1.715142849,5.52E-16,3.04E-18
1.715302905,5.54E-16,3.00E-18
1.715462961,5.56E-16,2.99E-18
1.715623018,5.58E-16,3.00E-18
1.715783074,5.60E-16,3.03E-18
1.715943131,5.61E-16,3.06E-18
1.716103187,5.62E-16,3.09E-18
1.716263244,5.63E-16,3.11E-18
1.7164233,5.63E-16,3.12E-18
1.716583357,5.63E-16,3.13E-18
1.716743413,5.61E-16,3.13E-18
1.716903469,5.59E-16,3.15E-18
1.717063526,5.55E-16,3.18E-18
1.717223582,5.51E-16,3.21E-18
1.717383639,5.47E-16,3.23E-18
1.717543695,5.42E-16,3.23E-18
1.717703752,5.38E-16,3.20E-18
1.717863808,5.34E-16,3.17E-18
1.718023864,5.30E-16,3.13E-18
1.718183921,5.27E-16,3.10E-18
1.718343977,5.24E-16,3.07E-18
1.718504034,5.22E-16,3.05E-18
1.71866409,5.20E-16,3.02E-18
1.718824147,5.19E-16,2.98E-18
1.718984203,5.19E-16,2.94E-18
1.719144259,5.21E-16,2.89E-18
1.719304316,5.23E-16,2.84E-18
1.719464372,5.27E-16,2.82E-18
1.719624429,5.32E-16,2.83E-18
1.719784485,5.38E-16,2.87E-18
1.719944542,5.44E-16,2.95E-18
1.720104598,5.51E-16,3.06E-18
1.720264655,5.56E-16,3.20E-18
1.720424711,5.61E-16,3.37E-18
1.720584767,5.64E-16,3.55E-18
1.720744824,5.66E-16,3.75E-18
1.72090488,5.67E-16,3.94E-18
1.721064937,5.67E-16,4.09E-18
1.721224993,5.67E-16,4.20E-18
1.72138505,5.68E-16,4.24E-18
1.721545106,5.68E-16,4.21E-18
1.721705162,5.69E-16,4.13E-18
1.721865219,5.69E-16,4.00E-18
1.722025275,5.70E-16,3.83E-18
1.722185332,5.69E-16,3.66E-18
1.722345388,5.68E-16,3.49E-18
1.722505445,5.65E-16,3.35E-18
1.722665501,5.62E-16,3.25E-18
1.722825558,5.58E-16,3.20E-18
1.722985614,5.54E-16,3.19E-18
1.72314567,5.51E-16,3.22E-18
1.723305727,5.48E-16,3.26E-18
1.723465783,5.46E-16,3.32E-18
1.72362584,5.45E-16,3.40E-18
1.723785896,5.46E-16,3.49E-18
1.723945953,5.47E-16,3.59E-18
1.724106009,5.50E-16,3.70E-18
1.724266065,5.52E-16,3.81E-18
1.724426122,5.55E-16,3.89E-18
1.724586178,5.57E-16,3.95E-18
1.724746235,5.58E-16,3.97E-18
1.724906291,5.59E-16,3.94E-18
1.725066348,5.59E-16,3.86E-18
1.725226404,5.58E-16,3.75E-18
1.72538646,5.56E-16,3.61E-18
1.725546517,5.53E-16,3.47E-18
1.725706573,5.50E-16,3.33E-18
1.72586663,5.45E-16,3.21E-18
1.726026686,5.41E-16,3.12E-18
1.726186743,5.36E-16,3.05E-18
1.726346799,5.31E-16,3.00E-18
1.726506856,5.27E-16,2.97E-18
1.726666912,5.24E-16,2.96E-18
1.726826968,5.23E-16,2.97E-18
1.726987025,5.23E-16,2.99E-18
1.727147081,5.25E-16,3.01E-18
1.727307138,5.29E-16,3.01E-18
1.727467194,5.33E-16,3.01E-18
1.727627251,5.37E-16,2.99E-18
1.727787307,5.42E-16,2.98E-18
1.727947363,5.46E-16,2.97E-18
1.72810742,5.48E-16,2.98E-18
1.728267476,5.49E-16,3.00E-18
1.728427533,5.49E-16,3.01E-18
1.728587589,5.48E-16,3.01E-18
1.728747646,5.45E-16,2.99E-18
1.728907702,5.42E-16,2.96E-18
1.729067759,5.40E-16,2.92E-18
1.729227815,5.38E-16,2.88E-18
1.729387871,5.37E-16,2.85E-18
1.729547928,5.38E-16,2.85E-18
1.729707984,5.40E-16,2.87E-18
1.729868041,5.44E-16,2.91E-18
1.730028097,5.49E-16,2.96E-18
1.730188154,5.54E-16,3.02E-18
1.73034821,5.59E-16,3.08E-18
1.730508266,5.62E-16,3.13E-18
1.730668323,5.64E-16,3.16E-18
1.730828379,5.64E-16,3.17E-18
1.730988436,5.62E-16,3.17E-18
1.731148492,5.57E-16,3.15E-18
1.731308549,5.52E-16,3.13E-18
1.731468605,5.46E-16,3.11E-18
1.731628662,5.41E-16,3.11E-18
1.731788718,5.37E-16,3.12E-18
1.731948774,5.35E-16,3.14E-18
1.732108831,5.34E-16,3.17E-18
1.732268887,5.36E-16,3.19E-18
1.732428944,5.39E-16,3.23E-18
1.732589,5.43E-16,3.29E-18
1.732749057,5.47E-16,3.36E-18
1.732909113,5.50E-16,3.45E-18
1.733069169,5.52E-16,3.53E-18
1.733229226,5.53E-16,3.57E-18
1.733389282,5.52E-16,3.57E-18
1.733549339,5.50E-16,3.50E-18
1.733709395,5.47E-16,3.39E-18
1.733869452,5.43E-16,3.24E-18
1.734029508,5.38E-16,3.09E-18
1.734189564,5.34E-16,2.97E-18
1.734349621,5.30E-16,2.90E-18
1.734509677,5.27E-16,2.89E-18
1.734669734,5.24E-16,2.94E-18
1.73482979,5.23E-16,3.04E-18
1.734989847,5.23E-16,3.15E-18
1.735149903,5.24E-16,3.27E-18
1.73530996,5.26E-16,3.38E-18
1.735470016,5.28E-16,3.48E-18
1.735630072,5.31E-16,3.57E-18
1.735790129,5.34E-16,3.66E-18
1.735950185,5.37E-16,3.72E-18
1.736110242,5.40E-16,3.76E-18
1.736270298,5.42E-16,3.74E-18
1.736430355,5.43E-16,3.69E-18
1.736590411,5.43E-16,3.61E-18
1.736750467,5.43E-16,3.51E-18
1.736910524,5.43E-16,3.44E-18
1.73707058,5.42E-16,3.39E-18
1.737230637,5.42E-16,3.39E-18
1.737390693,5.43E-16,3.43E-18
1.73755075,5.43E-16,3.50E-18
1.737710806,5.44E-16,3.61E-18
1.737870863,5.44E-16,3.77E-18
1.738030919,5.45E-16,3.98E-18
1.738190975,5.46E-16,4.22E-18
1.738351032,5.47E-16,4.48E-18
1.738511088,5.47E-16,4.69E-18
1.738671145,5.47E-16,4.81E-18
1.738831201,5.47E-16,4.82E-18
1.738991258,5.46E-16,4.69E-18
1.739151314,5.44E-16,4.45E-18
1.73931137,5.41E-16,4.14E-18
1.739471427,5.37E-16,3.81E-18
1.739631483,5.32E-16,3.50E-18
1.73979154,5.28E-16,3.27E-18
1.739951596,5.23E-16,3.11E-18
1.740111653,5.18E-16,3.02E-18
1.740271709,5.14E-16,3.00E-18
1.740431765,5.12E-16,3.03E-18
1.740591822,5.11E-16,3.09E-18
1.740751878,5.12E-16,3.16E-18
1.740911935,5.14E-16,3.25E-18
1.741071991,5.18E-16,3.32E-18
1.741232048,5.24E-16,3.39E-18
1.741392104,5.29E-16,3.45E-18
1.741552161,5.35E-16,3.50E-18
1.741712217,5.39E-16,3.53E-18
1.741872273,5.43E-16,3.55E-18
1.74203233,5.44E-16,3.57E-18
1.742192386,5.44E-16,3.58E-18
1.742352443,5.42E-16,3.59E-18
1.742512499,5.39E-16,3.59E-18
1.742672556,5.35E-16,3.58E-18
1.742832612,5.32E-16,3.56E-18
1.742992668,5.29E-16,3.51E-18
1.743152725,5.26E-16,3.44E-18
1.743312781,5.24E-16,3.36E-18
1.743472838,5.23E-16,3.30E-18
1.743632894,5.22E-16,3.27E-18
1.743792951,5.22E-16,3.31E-18
1.743953007,5.23E-16,3.43E-18
1.744113064,5.25E-16,3.61E-18
1.74427312,5.26E-16,3.84E-18
1.744433176,5.28E-16,4.08E-18
1.744593233,5.30E-16,4.31E-18
1.744753289,5.31E-16,4.50E-18
1.744913346,5.33E-16,4.63E-18
1.745073402,5.34E-16,4.66E-18
1.745233459,5.35E-16,4.59E-18
1.745393515,5.36E-16,4.41E-18
1.745553571,5.36E-16,4.15E-18
1.745713628,5.37E-16,3.85E-18
1.745873684,5.38E-16,3.57E-18
1.746033741,5.39E-16,3.34E-18
1.746193797,5.39E-16,3.19E-18
1.746353854,5.38E-16,3.12E-18
1.74651391,5.37E-16,3.10E-18
1.746673966,5.35E-16,3.11E-18
1.746834023,5.32E-16,3.12E-18
1.746994079,5.28E-16,3.12E-18
1.747154136,5.24E-16,3.11E-18
1.747314192,5.20E-16,3.09E-18
1.747474249,5.16E-16,3.08E-18
1.747634305,5.13E-16,3.07E-18
1.747794362,5.10E-16,3.07E-18
1.747954418,5.09E-16,3.07E-18
1.748114474,5.10E-16,3.07E-18
1.748274531,5.11E-16,3.07E-18
1.748434587,5.14E-16,3.06E-18
1.748594644,5.17E-16,3.05E-18
1.7487547,5.19E-16,3.04E-18
1.748914757,5.22E-16,3.02E-18
1.749074813,5.22E-16,3.02E-18
1.749234869,5.22E-16,3.02E-18
1.749394926,5.19E-16,3.03E-18
1.749554982,5.15E-16,3.06E-18
1.749715039,5.10E-16,3.11E-18
1.749875095,5.04E-16,3.17E-18
1.750035152,4.97E-16,3.26E-18
1.750195208,4.91E-16,3.36E-18
1.750355265,4.85E-16,3.47E-18
1.750515321,4.80E-16,3.57E-18
1.750675377,4.77E-16,3.63E-18
1.750835434,4.75E-16,3.63E-18
1.75099549,4.76E-16,3.58E-18
1.751155547,4.78E-16,3.47E-18
1.751315603,4.81E-16,3.33E-18
1.75147566,4.85E-16,3.20E-18
1.751635716,4.89E-16,3.09E-18
1.751795772,4.94E-16,3.04E-18
1.751955829,4.99E-16,3.05E-18
1.752115885,5.04E-16,3.11E-18
1.752275942,5.09E-16,3.20E-18
1.752435998,5.14E-16,3.29E-18
1.752596055,5.18E-16,3.35E-18
1.752756111,5.22E-16,3.39E-18
1.752916167,5.24E-16,3.38E-18
1.753076224,5.25E-16,3.34E-18
1.75323628,5.24E-16,3.27E-18
1.753396337,5.21E-16,3.18E-18
1.753556393,5.17E-16,3.10E-18
1.75371645,5.12E-16,3.03E-18
1.753876506,5.07E-16,2.98E-18
1.754036563,5.03E-16,2.95E-18
1.754196619,4.99E-16,2.94E-18
1.754356675,4.96E-16,2.93E-18
1.754516732,4.95E-16,2.94E-18
1.754676788,4.94E-16,2.95E-18
1.754836845,4.93E-16,2.98E-18
1.754996901,4.93E-16,3.02E-18
1.755156958,4.92E-16,3.07E-18
1.755317014,4.90E-16,3.11E-18
1.75547707,4.87E-16,3.14E-18
1.755637127,4.84E-16,3.16E-18
1.755797183,4.80E-16,3.15E-18
1.75595724,4.76E-16,3.12E-18
1.756117296,4.72E-16,3.07E-18
1.756277353,4.70E-16,3.01E-18
1.756437409,4.68E-16,2.96E-18
1.756597466,4.68E-16,2.92E-18
1.756757522,4.69E-16,2.91E-18
1.756917578,4.72E-16,2.93E-18
1.757077635,4.75E-16,2.96E-18
1.757237691,4.78E-16,2.99E-18
1.757397748,4.80E-16,3.02E-18
1.757557804,4.83E-16,3.04E-18
1.757717861,4.84E-16,3.04E-18
1.757877917,4.85E-16,3.03E-18
1.758037973,4.85E-16,3.01E-18
1.75819803,4.84E-16,2.99E-18
1.758358086,4.84E-16,2.97E-18
1.758518143,4.83E-16,2.95E-18
1.758678199,4.83E-16,2.94E-18
1.758838256,4.84E-16,2.95E-18
1.758998312,4.86E-16,2.98E-18
1.759158369,4.88E-16,3.02E-18
1.759318425,4.90E-16,3.07E-18
1.759478481,4.93E-16,3.11E-18
1.759638538,4.95E-16,3.15E-18
1.759798594,4.97E-16,3.17E-18
1.759958651,4.98E-16,3.17E-18
1.760118707,4.98E-16,3.14E-18
1.760278764,4.97E-16,3.09E-18
1.76043882,4.95E-16,3.02E-18
1.760598876,4.92E-16,2.95E-18
1.760758933,4.89E-16,2.89E-18
1.760918989,4.86E-16,2.85E-18
1.761079046,4.85E-16,2.83E-18
1.761239102,4.83E-16,2.83E-18
1.761399159,4.83E-16,2.86E-18
1.761559215,4.83E-16,2.90E-18
1.761719271,4.82E-16,2.95E-18
1.761879328,4.81E-16,3.02E-18
1.762039384,4.79E-16,3.09E-18
1.762199441,4.77E-16,3.17E-18
1.762359497,4.74E-16,3.23E-18
