Wavelength	Metal-rich	Ultramafic	Feldspathic	Basaltic	Granitoid	Clay	Ice-rich silicate	Fe-oxidized
3.097341396851564e-07	0.04341252371783261	0.14886698284025268	0.3358347051848377	0.11025306752636606	0.39712191904834615	0.2227410392782462	0.22707260338475796	0.11656108322809333
3.1004336835960474e-07	0.043472084172996785	0.1491182734164806	0.33649896959601683	0.11102105454965415	0.3979190949675853	0.2231920973505566	0.22767715964879262	0.11695425957316812
3.103529057580872e-07	0.04353170409141749	0.14936981487319548	0.3371638971875725	0.11178980830666257	0.3987170667618065	0.22364360574484296	0.22828231948249633	0.11734782845295073
3.10662752188824e-07	0.04359138353246093	0.1496216074608684	0.3378294886216027	0.11255932956287375	0.39951583522558576	0.22409556491069238	0.22888808348845371	0.11774179025933527
3.109729079603424e-07	0.04363836639863057	0.14990777755462972	0.3384858769695285	0.11330279931382298	0.4002885812158327	0.2245354760210035	0.2294758317636049	0.11813077804210097
3.1128337338147963e-07	0.04367104088713802	0.15023263756724278	0.3391318160303529	0.11401682939231446	0.40103191657330695	0.22496176012320462	0.23004321203291433	0.11851411397893229
3.1159414876137935e-07	0.0437037479968114	0.1505578219097188	0.33977839997610915	0.11473157233563544	0.4017759940530654	0.225388469813841	0.23061115875656674	0.118897832626122
3.119052344094945e-07	0.04373648776021866	0.15088333090585837	0.3404256294506297	0.11544702885548742	0.40252081439601933	0.22581560551780655	0.231179672500092	0.11928193436575593
3.12216630635587e-07	0.04376926020996025	0.15120916487978536	0.34107350509839	0.11616319966428254	0.40326637834381973	0.22624316766041946	0.23174875382958474	0.11966641958030139
3.125283377497279e-07	0.04380206537866914	0.1515353241559472	0.34172202756450865	0.11688008547514388	0.4040126866388577	0.22667115666742232	0.23231840331170456	0.12005128865260742
3.128403560622979e-07	0.04383490329901092	0.1518618090591152	0.34237119749474837	0.11759768700190674	0.4047597400242659	0.22709957296498298	0.23288862151367692	0.12043654196590534
3.1315268588398706e-07	0.043867774003683704	0.1521886199143844	0.34302101553551556	0.11831600495911769	0.40550753924391725	0.22752841697969386	0.23345940900329248	0.12082217990380839
3.134653275257973e-07	0.04390067752541845	0.15251575704717624	0.3436714823338656	0.11903504006204077	0.4062560850424319	0.22795768913857575	0.2340307663489121	0.12120820285031499
3.1377828129903927e-07	0.04403513365291102	0.15287890090745865	0.34431653659169303	0.11971240693309163	0.4070446870910583	0.22894220878359445	0.23457157351452465	0.12156877755555157
3.14091547515335e-07	0.04424077358531093	0.15326737839377944	0.34495799234058067	0.12036078575427603	0.4078615871810039	0.23031600664377502	0.23509114055294197	0.12191163233205257
3.144051264866177e-07	0.04444661882205277	0.15365624372361755	0.34560008849840473	0.12100981189617122	0.4086793028379138	0.23169117605987055	0.2356112263104994	0.12225482940381427
3.1471901852513193e-07	0.04465266956810579	0.15404549728418346	0.3462428257045289	0.12165948600504134	0.4094978348760237	0.23306771840119828	0.23613183130506948	0.12259836911257321
3.1503322394343337e-07	0.044858926028643505	0.15443513946307355	0.3468862045989541	0.12230980872779462	0.4103171841103809	0.23444563503844013	0.23665295605504075	0.12294225180040655
3.1534774305439174e-07	0.04506538840904556	0.1548251706482736	0.3475302258223241	0.12296078071198922	0.41113735135685153	0.23582492734365518	0.23717460107932267	0.1232864778097351
3.1566257617118704e-07	0.04527205691489531	0.15521559122815423	0.3481748900159182	0.12361240260582555	0.41195833743211085	0.2372055966902632	0.23769676689733932	0.1236310474833193
3.159777236073127e-07	0.04547893175198185	0.15560640159147468	0.34882019782165746	0.12426467505815274	0.4127801431536515	0.23858764445305858	0.23821945402903458	0.12397596116426261
3.1629318567657513e-07	0.04568601312629966	0.15599760212738223	0.3494661498821035	0.12491759871846751	0.41360276933978213	0.23997107200820786	0.2387426629948713	0.12432121919601097
3.16608962693094e-07	0.04599217521517867	0.1564358522342766	0.3500986028811847	0.12551974332960422	0.4142282226906695	0.24108855363832052	0.2392276204814075	0.12460505203414622
3.169250549713026e-07	0.04633984305497337	0.15689398235695878	0.35072579361277845	0.12610105820529155	0.41477179771718525	0.24209575760586335	0.23969690534987512	0.12486342916388936
3.1724146282594745e-07	0.04668785799523664	0.15735256986212515	0.35135361051156944	0.12668295344718658	0.41531591543164853	0.24310396713368257	0.24016665873736892	0.12512206424910763
3.175581865720913e-07	0.04703622038250399	0.15781161520641376	0.35198205420270573	0.12726542963471094	0.415860576375864	0.24411318322570175	0.24063688111164536	0.12538095754733664
3.1787522652510953e-07	0.04738493056365467	0.1582711188469156	0.3526111253119554	0.12784848734786095	0.4164057810921737	0.2451234068868403	0.24110757294092486	0.12564010931636746
3.181925830006929e-07	0.04773398888591495	0.15873108124117893	0.35324082446571253	0.12843212716721314	0.4169515301234623	0.246134639123023	0.24157873469389624	0.12589951981424907
3.185102563148475e-07	0.048083395696857864	0.15919150284720893	0.3538711522909969	0.12901634967392392	0.41749782401315666	0.2471468809411791	0.2420503668397164	0.12615918929928813
3.188282467838948e-07	0.048433151344403354	0.1596523841234679	0.35450210941545407	0.1296011554497296	0.4180446633052258	0.24816013334924292	0.2425224698480105	0.12641911803004913
3.191465547244715e-07	0.048783256176818064	0.1601137255288751	0.355133696467355	0.13018654507694638	0.4185920485441812	0.24917439735615318	0.24299504418887172	0.1266793062653542
3.1946518045353233e-07	0.04905062461468855	0.1606216376643016	0.35574168663888067	0.13073537391649143	0.41906673884747747	0.24995038807511427	0.24344054137596227	0.12687409101664232
3.197841242883465e-07	0.04930046993772143	0.16113992981335212	0.3563450963205947	0.1312767972937618	0.41952622088693453	0.25067591852066146	0.2438805846540041	0.1270550106667656
3.2010338654650064e-07	0.049550564698346636	0.16165873940873388	0.3569491084272665	0.13181876121084304	0.4199861616585874	0.25140217331263753	0.24432106725720307	0.1272361109412904
3.2042296754589846e-07	0.04980090914559467	0.16217806696704873	0.357553723560338	0.13236126620739277	0.42044656162041955	0.2521291531742067	0.24476198962416731	0.12741739202054625
3.20742867604761e-07	0.05005150352874467	0.16269791300541428	0.3581589423218513	0.13290431282360743	0.4209074212308718	0.25285685882925524	0.2452033521939429	0.12759885408504285
3.2106308704162714e-07	0.05030234809732473	0.1632182780414646	0.35876476531445	0.1334479016002229	0.4213687409488428	0.25358529100239235	0.24564515540601436	0.12778049731547012
3.213836261753529e-07	0.050553443101111366	0.1637391625933491	0.35937119314137767	0.13399203307851354	0.421830521233688	0.25431445041894873	0.24608739970030385	0.12796232189269788
3.217044853251148e-07	0.050804788790132234	0.16426056717973822	0.3599782264064843	0.1345367078002978	0.42229276254522485	0.25504433780498437	0.24653008551717576	0.12814432799777783
3.2202566481040595e-07	0.051056385414662876	0.1647824923198165	0.3605858657142186	0.13508192630793134	0.4227554653437265	0.2557749538872789	0.24697321329743108	0.12832651581194116
3.223471649510391e-07	0.05103868725707215	0.16536904667020766	0.3611476140465937	0.13558656656840629	0.4232443300510446	0.25628847139294164	0.24738575732890902	0.12841612027393426
3.2266898606714636e-07	0.051004180526398754	0.16596018012417407	0.3617070267208831	0.1360891489852631	0.4237352837602774	0.25678893235638056	0.24779678051015888	0.12850003554246403
3.229911284791794e-07	0.05096963934530734	0.16655190374690462	0.3622669978949231	0.1365922331643562	0.4242267276220162	0.2572898929640644	0.24820821404382792	0.1285840345893183
3.233135925079097e-07	0.050935063679403716	0.16714421812760477	0.362827528126302	0.1370958196066289	0.42471866212561343	0.25779135371482204	0.24862005833959883	0.12866811749813864
3.2363637847442855e-07	0.050900453494259416	0.16773712385606726	0.36338861797316346	0.1375999088135237	0.42521108776090927	0.2582933151079792	0.24903231380756252	0.12875228435265
3.2395948670014964e-07	0.05086580875541139	0.16833062152267728	0.3639502679942122	0.13810450128698687	0.425704005018236	0.2587957776433634	0.2494449808582219	0.1288365352366614
3.242829175068056e-07	0.0508311294283624	0.16892471171840567	0.36451247874870696	0.13860959752946253	0.4261974143884123	0.259298741821298	0.24985805990248708	0.12892087023406504
3.246066712164509e-07	0.05079641547858068	0.1695193950348146	0.36507525079646613	0.13911519804389763	0.42669131636274793	0.2598022081426068	0.2502715513516794	0.12900528942883704
3.2493074815146167e-07	0.05076683797067894	0.17011402320293606	0.3656343065335863	0.13961655466186246	0.4271831486770679	0.2603269072459874	0.25068168055961443	0.1290913208435043
3.2525514863453574e-07	0.05081966140883098	0.17069890178675898	0.3661257238657779	0.1400427150918171	0.4276346201275328	0.2611825812273555	0.251032042501475	0.12920179442039656
3.255798729886925e-07	0.05087253758421676	0.17128436429468205	0.36661763181334067	0.14046930098673568	0.4280865423126761	0.2620391094863009	0.25138275423350953	0.12931237829058007
3.259049215372758e-07	0.05092546654948768	0.1718704113096789	0.3671100308660914	0.14089631277139067	0.428538915682499	0.2628964928757106	0.251733816104939	0.12942307256416855
3.2623029460395036e-07	0.05097844835734737	0.17245704341530152	0.3676029215143328	0.14132375087097584	0.4289917406874489	0.26375473224931784	0.25208522846533055	0.12953387735138502
3.265559925127047e-07	0.051031483060552184	0.17304426119568575	0.3680963042488582	0.14175161571111045	0.42944501777842387	0.2646138284617099	0.25243699166460126	0.1296447927625628
3.2688201558785074e-07	0.05108457071191114	0.17363206523555044	0.3685901795609507	0.14217990771783856	0.4298987474067721	0.2654737823683272	0.25278910605301735	0.12975581890814525
3.2720836415402423e-07	0.05113771136428598	0.17422045612019843	0.36908454794238404	0.14260862731762974	0.4303529300242925	0.26633459482546423	0.2531415719811949	0.12986695589868608
